"Year","State","Process","Status","Measure","Chem","killer","Compound","Coumpound Value","Value","Stats"
"1622",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100"," ","AVG"
"1623",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","FLONICAMID","128016"," ","AVG"
"1624",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","MALATHION","57701"," ","AVG"
"1625",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","MUSTARD OIL","4901"," ","AVG"
"1626",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","NALED","34401"," ","AVG"
"1627",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","NOVALURON","124002"," ","AVG"
"1628",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINETORAM","110007"," ","AVG"
"1629",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPIROMESIFEN","24875"," ","AVG"
"1630",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109"," ","AVG"
"1631",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","CYTOKININS","116801"," ","AVG"
"1632",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","DIMETHYL DISULFIDE DMDS","29088"," ","AVG"
"1633",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," ","AVG"
"1634",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","NITROGEN"," ","1","AVG"
"1635",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","PHOSPHATE"," "," ","AVG"
"1636",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","POTASH"," ","1","AVG"
"1637",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," ","AVG"
"1638",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CAPTAN","81301","9.193","AVG"
"1639",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501"," ","AVG"
"1640",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401"," ","AVG"
"1641",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","0.997","AVG"
"1642",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE","128847"," ","AVG"
"1643",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," ","AVG"
"1644",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","0.501","AVG"
"1645",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," ","AVG"
"1646",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," ","AVG"
"1647",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","ISOFETAMID","270000"," ","AVG"
"1648",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," ","AVG"
"1649",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PENTHIOPYRAD","90112"," ","AVG"
"1650",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," ","AVG"
"1651",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," ","AVG"
"1652",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","SULFUR","77501"," ","AVG"
"1653",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL","102001"," ","AVG"
"1654",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIRAM","79801","6.049","AVG"
"1655",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," ","AVG"
"1656",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034"," ","AVG"
"1657",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," ","AVG"
"1658",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","NAPROPAMIDE","103001"," ","AVG"
"1659",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","OXYFLUORFEN","111601"," ","AVG"
"1660",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","PARAQUAT","61601"," ","AVG"
"1661",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ABAMECTIN","122804"," ","AVG"
"1662",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," ","AVG"
"1663",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENAZATE","586"," ","AVG"
"1664",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825"," ","AVG"
"1665",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAK ABTS-1857","6523"," ","AVG"
"1666",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," ","AVG"
"1667",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100"," ","AVG"
"1668",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FLONICAMID","128016"," ","AVG"
"1669",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","MALATHION","57701"," ","AVG"
"1670",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","MUSTARD OIL","4901"," ","AVG"
"1671",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NALED","34401"," ","AVG"
"1672",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NOVALURON","124002"," ","AVG"
"1673",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINETORAM","110007"," ","AVG"
"1674",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPIROMESIFEN","24875"," ","AVG"
"1675",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109"," ","AVG"
"1676",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","CYTOKININS","116801"," ","AVG"
"1677",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","DIMETHYL DISULFIDE DMDS","29088"," ","AVG"
"1678",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," ","AVG"
"1679",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","NITROGEN"," ","14","AVG"
"1680",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","PHOSPHATE"," ","4","AVG"
"1681",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","POTASH"," ","17","AVG"
"1682",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," ","AVG"
"1683",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CAPTAN","81301","4.9","AVG"
"1684",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501"," ","AVG"
"1685",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401"," ","AVG"
"1686",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","3","AVG"
"1687",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE","128847"," ","AVG"
"1688",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," ","AVG"
"1689",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","2.3","AVG"
"1690",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," ","AVG"
"1691",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," ","AVG"
"1692",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","ISOFETAMID","270000"," ","AVG"
"1693",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," ","AVG"
"1694",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PENTHIOPYRAD","90112"," ","AVG"
"1695",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," ","AVG"
"1696",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," ","AVG"
"1697",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","SULFUR","77501"," ","AVG"
"1698",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL","102001"," ","AVG"
"1699",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","THIRAM","79801","3.7","AVG"
"1700",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," ","AVG"
"1701",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034"," ","AVG"
"1702",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," ","AVG"
"1703",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","NAPROPAMIDE","103001"," ","AVG"
"1704",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","OXYFLUORFEN","111601"," ","AVG"
"1705",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","PARAQUAT","61601"," ","AVG"
"1706",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","ABAMECTIN","122804"," ","AVG"
"1707",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," ","AVG"
"1708",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BIFENAZATE","586"," ","AVG"
"1709",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825"," ","AVG"
"1710",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BT KURSTAK ABTS-1857","6523"," ","AVG"
"1711",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," ","AVG"
"1712",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100"," ","AVG"
"1713",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","FLONICAMID","128016"," ","AVG"
"1714",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","MALATHION","57701"," ","AVG"
"1715",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","MUSTARD OIL","4901"," ","AVG"
"1716",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","NALED","34401"," ","AVG"
"1717",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","NOVALURON","124002"," ","AVG"
"1718",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPINETORAM","110007"," ","AVG"
"1719",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPIROMESIFEN","24875"," ","AVG"
"1720",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109"," ","AVG"
"1721",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","CYTOKININS","116801"," ","AVG"
"1722",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","DIMETHYL DISULFIDE DMDS","29088"," ","AVG"
"1723",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," ","AVG"
"1724",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","NITROGEN"," ","18","AVG"
"1725",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","PHOSPHATE"," ","17.6","AVG"
"1726",2018,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","POTASH"," ","18","AVG"
"1727",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," ","AVG"
"1728",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CAPTAN","81301","96","AVG"
"1729",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501"," ","AVG"
"1730",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401"," ","AVG"
"1731",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","33","AVG"
"1732",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE","128847"," ","AVG"
"1733",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," ","AVG"
"1734",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","33","AVG"
"1735",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," ","AVG"
"1736",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," ","AVG"
"1737",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","ISOFETAMID","270000"," ","AVG"
"1738",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," ","AVG"
"1739",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PENTHIOPYRAD","90112"," ","AVG"
"1740",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," ","AVG"
"1741",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," ","AVG"
"1742",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","SULFUR","77501"," ","AVG"
"1743",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL","102001"," ","AVG"
"1744",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","THIRAM","79801","37","AVG"
"1745",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TOTAL"," ","100","AVG"
"1746",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," ","AVG"
"1747",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034"," ","AVG"
"1748",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," ","AVG"
"1749",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","NAPROPAMIDE","103001"," ","AVG"
"1750",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","OXYFLUORFEN","111601"," ","AVG"
"1751",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","PARAQUAT","61601"," ","AVG"
"1752",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","TOTAL"," "," ","AVG"
"1753",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","ABAMECTIN","122804"," ","AVG"
"1754",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," ","AVG"
"1755",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BIFENAZATE","586"," ","AVG"
"1756",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825"," ","AVG"
"1757",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BT KURSTAK ABTS-1857","6523"," ","AVG"
"1758",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," ","AVG"
"1759",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100"," ","AVG"
"1760",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","FLONICAMID","128016"," ","AVG"
"1761",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","MALATHION","57701"," ","AVG"
"1762",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","MUSTARD OIL","4901"," ","AVG"
"1763",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","NALED","34401"," ","AVG"
"1764",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","NOVALURON","124002"," ","AVG"
"1765",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","SPINETORAM","110007"," ","AVG"
"1766",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","SPIROMESIFEN","24875"," ","AVG"
"1767",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109"," ","AVG"
"1768",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","TOTAL"," ","37","AVG"
"1769",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CYTOKININS","116801"," ","AVG"
"1770",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","DIMETHYL DISULFIDE DMDS","29088"," ","AVG"
"1771",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," ","AVG"
"1772",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","TOTAL"," "," ","AVG"
"1773",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","FERTILIZER"," ","NITROGEN"," ","100","AVG"
"1774",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","FERTILIZER"," ","PHOSPHATE"," ","97","AVG"
"1775",2018,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","FERTILIZER"," ","POTASH"," ","100","AVG"
"1776",2018,"FLORIDA"," ","FRESH MARKET - PRODUCTION","MEASURED IN $","NOT SPECIFIED"," "," "," ","281,750,000"," "
"1777",2018,"FLORIDA","FRESH MARKET","UTILIZED - PRODUCTION","MEASURED IN CWT","NOT SPECIFIED"," "," "," ","2,450,000"," "
"1778",2018,"FLORIDA"," ","NOT SOLD - PRODUCTION","MEASURED IN CWT","NOT SPECIFIED"," "," "," ","0"," "
"1779",2018,"FLORIDA"," ","PROCESSING - PRODUCTION","MEASURED IN $","NOT SPECIFIED"," "," "," ","0"," "
"1780",2018,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN CWT","NOT SPECIFIED"," "," "," ","0"," "
"1781",2018,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION","MEASURED IN TONS","NOT SPECIFIED"," "," "," ","0"," "
"1782",2018,"FLORIDA"," ","UTILIZED - PRODUCTION","MEASURED IN CWT","NOT SPECIFIED"," "," "," ","2,450,000"," "
"1783",2018,"NEW YORK"," ","ACRES HARVESTED","MEASURED IN ACRES","NOT SPECIFIED"," "," "," ","700"," "
"1784",2018,"NEW YORK"," ","ACRES PLANTED","MEASURED IN ACRES","NOT SPECIFIED"," "," "," ","800"," "
