"Year","State","type","Process","Status","Measure","Chem","killer","Compound","Coumpound Value","Value","Stats"
"4530",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","POLYOXIN D ZINC SALT","230000"," "," "
"4531",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," "," "
"4532",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","PROTHIOCONAZOLE","113961"," "," "
"4533",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100","800"," "
"4534",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," "," "
"4535",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","STREPTOMYCES LYDICUS","6327"," "," "
"4536",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," "
"4537",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TETRACONAZOLE","120603"," "," "
"4538",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TOTAL"," ","107,500"," "
"4539",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TRIFLOXYSTROBIN","129112"," "," "
"4540",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," "," "
"4541",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","ZIRAM","34805"," "," "
"4542",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," "," "
"4543",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","CLETHODIM","121011"," "," "
"4544",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","D-LIMONENE","179701"," "," "
"4545",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," "
"4546",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","DIURON","35505","1,600"," "
"4547",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034","800"," "
"4548",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850","11,000"," "
"4549",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," "
"4550",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","GLYPHOSATE POT. SALT","103613"," "," "
"4551",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","HEXAZINONE","107201"," "," "
"4552",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","MESOTRIONE","122990","200"," "
"4553",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","NORFLURAZON","105801"," "," "
"4554",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," "
"4555",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","PARAQUAT","61601","400"," "
"4556",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","PENDIMETHALIN","108501"," "," "
"4557",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","RIMSULFURON","129009"," "," "
"4558",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","SIMAZINE","80807"," "," "
"4559",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","SULFENTRAZONE","129081"," "," "
"4560",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","TERBACIL","12701"," "," "
"4561",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","TOTAL"," ","26,600"," "
"4562",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," "," "
"4563",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","AZADIRACHTIN","121701"," "," "
"4564",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825","1,500"," "
"4565",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BT KURSTAK ABTS-1857","6523"," "," "
"4566",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," "," "
"4567",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA","6534"," "," "
"4568",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329"," "," "
"4569",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","DIAZINON","57801","6,700"," "
"4570",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303"," "," "
"4571",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901","2,800"," "
"4572",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","IMIDACLOPRID","129099","1,800"," "
"4573",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","MALATHION","57701","13,900"," "
"4574",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","METHOMYL","90301"," "," "
"4575",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PETROLEUM DISTILLATE","63503"," "," "
"4576",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PHOSMET","59201","4,700"," "
"4577",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE","67501"," "," "
"4578",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PYRETHRINS","69001"," "," "
"4579",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","SPINETORAM","110007"," "," "
"4580",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","SPINOSAD","110003"," "," "
"4581",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109","700"," "
"4582",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","TOTAL"," ","45,800"," "
"4583",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN","129064","300"," "
"4584",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","BT KURSTAKI SA-12","6518"," "," "
"4585",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CHLOROPHACINONE","67707"," "," "
"4586",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CUPRAMMONIUM ACETATE","36011"," "," "
"4587",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","HYDROGEN PEROXIDE","595"," "," "
"4588",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","METALDEHYDE","53001"," "," "
"4589",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","MINERAL OIL","63502","29,400"," "
"4590",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","PEROXYACETIC ACID","63201"," "," "
"4591",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," "," "
"4592",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","TOTAL"," ","32,300"," "
"4593",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","ZINC PHOSPHIDE","88601"," "," "
"4594",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"4595",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482"," "," AVG"
"4596",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"4597",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BASIC COPPER SULFATE","8101"," "," AVG"
"4598",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BOSCALID","128008","0.312"," AVG"
"4599",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702"," "," AVG"
"4600",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CAPTAN","81301","1.377"," AVG"
"4601",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901","1.686"," AVG"
"4602",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501","0.358"," AVG"
"4603",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401","0.892"," AVG"
"4604",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CYPRODINIL","288202"," "," AVG"
"4605",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","0.094"," AVG"
"4606",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," "," AVG"
"4607",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503"," "," AVG"
"4608",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," "," AVG"
"4609",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," "," AVG"
"4610",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," "," AVG"
"4611",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","METCONAZOLE","125619","0.078"," AVG"
"4612",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," "," AVG"
"4613",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","POLYOXIN D ZINC SALT","230000"," "," AVG"
"4614",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," "," AVG"
"4615",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PROTHIOCONAZOLE","113961"," "," AVG"
"4616",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100","0.159"," AVG"
"4617",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," "," AVG"
"4618",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","STREPTOMYCES LYDICUS","6327"," "," AVG"
"4619",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," AVG"
"4620",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","TETRACONAZOLE","120603"," "," AVG"
"4621",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","TRIFLOXYSTROBIN","129112"," "," AVG"
"4622",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," "," AVG"
"4623",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","ZIRAM","34805"," "," AVG"
"4624",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," "," AVG"
"4625",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CLETHODIM","121011"," "," AVG"
"4626",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","D-LIMONENE","179701"," "," AVG"
"4627",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," AVG"
"4628",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","DIURON","35505","1.238"," AVG"
"4629",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034","0.072"," AVG"
"4630",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850","0.661"," AVG"
"4631",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," AVG"
"4632",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLYPHOSATE POT. SALT","103613"," "," AVG"
"4633",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","HEXAZINONE","107201"," "," AVG"
"4634",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","MESOTRIONE","122990","0.063"," AVG"
"4635",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","NORFLURAZON","105801"," "," AVG"
"4636",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," AVG"
"4637",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","PARAQUAT","61601","0.33"," AVG"
"4638",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","PENDIMETHALIN","108501"," "," AVG"
"4639",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","RIMSULFURON","129009"," "," AVG"
"4640",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","SIMAZINE","80807"," "," AVG"
"4641",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","SULFENTRAZONE","129081"," "," AVG"
"4642",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","TERBACIL","12701"," "," AVG"
"4643",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," "," AVG"
"4644",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","AZADIRACHTIN","121701"," "," AVG"
"4645",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825","0.093"," AVG"
"4646",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BT KURSTAK ABTS-1857","6523"," "," AVG"
"4647",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," "," AVG"
"4648",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA","6534"," "," AVG"
"4649",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329"," "," AVG"
"4650",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","DIAZINON","57801","1.138"," AVG"
"4651",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303"," "," AVG"
"4652",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901","0.284"," AVG"
"4653",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","IMIDACLOPRID","129099","0.119"," AVG"
"4654",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","MALATHION","57701","1.066"," AVG"
"4655",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","METHOMYL","90301"," "," AVG"
"4656",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PETROLEUM DISTILLATE","63503"," "," AVG"
"4657",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PHOSMET","59201","0.801"," AVG"
"4658",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PIPERONYL BUTOXIDE","67501"," "," AVG"
"4659",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PYRETHRINS","69001"," "," AVG"
"4660",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINETORAM","110007"," "," AVG"
"4661",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINOSAD","110003"," "," AVG"
"4662",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109","0.117"," AVG"
"4663",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN","129064","0.025"," AVG"
"4664",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","BT KURSTAKI SA-12","6518"," "," AVG"
"4665",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","CHLOROPHACINONE","67707"," "," AVG"
"4666",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","CUPRAMMONIUM ACETATE","36011"," "," AVG"
"4667",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","HYDROGEN PEROXIDE","595"," "," AVG"
"4668",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","METALDEHYDE","53001"," "," AVG"
"4669",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","MINERAL OIL","63502","9.819"," AVG"
"4670",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","PEROXYACETIC ACID","63201"," "," AVG"
"4671",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," "," AVG"
"4672",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","ZINC PHOSPHIDE","88601"," "," AVG"
"4673",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"4674",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482"," "," AVG"
"4675",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"4676",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BASIC COPPER SULFATE","8101"," "," AVG"
"4677",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BOSCALID","128008","0.379"," AVG"
"4678",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702"," "," AVG"
"4679",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CAPTAN","81301","5.929"," AVG"
"4680",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901","2.653"," AVG"
"4681",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501","0.536"," AVG"
"4682",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401","1.307"," AVG"
"4683",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYPRODINIL","288202"," "," AVG"
"4684",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","0.161"," AVG"
"4685",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," "," AVG"
"4686",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503"," "," AVG"
"4687",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," "," AVG"
"4688",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," "," AVG"
"4689",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," "," AVG"
"4690",2017,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","METCONAZOLE","125619","0.087"," AVG"
